2023-09-29 21:45:33,559 INFO    MainThread:32460 [wandb_setup.py:_flush():76] Current SDK version is 0.15.11
2023-09-29 21:45:33,560 INFO    MainThread:32460 [wandb_setup.py:_flush():76] Configure stats pid to 32460
2023-09-29 21:45:33,560 INFO    MainThread:32460 [wandb_setup.py:_flush():76] Loading settings from /Users/anuragkumar/.config/wandb/settings
2023-09-29 21:45:33,560 INFO    MainThread:32460 [wandb_setup.py:_flush():76] Loading settings from /Users/anuragkumar/Anurag/CMGAN/src/wandb/settings
2023-09-29 21:45:33,560 INFO    MainThread:32460 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2023-09-29 21:45:33,560 INFO    MainThread:32460 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'src/train.py', 'program_abspath': '/Users/anuragkumar/Anurag/CMGAN/src/train.py', 'program': '/Users/anuragkumar/Anurag/CMGAN/src/train.py'}
2023-09-29 21:45:33,560 INFO    MainThread:32460 [wandb_init.py:_log_setup():528] Logging user logs to /Users/anuragkumar/Anurag/CMGAN/src/wandb/run-20230929_214533-pn7ycmp2/logs/debug.log
2023-09-29 21:45:33,560 INFO    MainThread:32460 [wandb_init.py:_log_setup():529] Logging internal logs to /Users/anuragkumar/Anurag/CMGAN/src/wandb/run-20230929_214533-pn7ycmp2/logs/debug-internal.log
2023-09-29 21:45:33,560 INFO    MainThread:32460 [wandb_init.py:init():568] calling init triggers
2023-09-29 21:45:33,560 INFO    MainThread:32460 [wandb_init.py:init():575] wandb.init called with sweep_config: {}
config: {}
2023-09-29 21:45:33,560 INFO    MainThread:32460 [wandb_init.py:init():618] starting backend
2023-09-29 21:45:33,560 INFO    MainThread:32460 [wandb_init.py:init():622] setting up manager
2023-09-29 21:45:33,561 INFO    MainThread:32460 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=spawn,fork,forkserver, using: spawn
2023-09-29 21:45:33,562 INFO    MainThread:32460 [wandb_init.py:init():628] backend started and connected
2023-09-29 21:45:33,565 INFO    MainThread:32460 [wandb_init.py:init():720] updated telemetry
2023-09-29 21:45:33,578 INFO    MainThread:32460 [wandb_init.py:init():753] communicating run to backend with 90.0 second timeout
2023-09-29 21:45:33,864 INFO    MainThread:32460 [wandb_run.py:_on_init():2220] communicating current version
2023-09-29 21:45:34,300 INFO    MainThread:32460 [wandb_run.py:_on_init():2229] got version response 
2023-09-29 21:45:34,300 INFO    MainThread:32460 [wandb_init.py:init():804] starting run threads in backend
2023-09-29 21:45:36,418 INFO    MainThread:32460 [wandb_run.py:_console_start():2199] atexit reg
2023-09-29 21:45:36,418 INFO    MainThread:32460 [wandb_run.py:_redirect():2054] redirect: wrap_raw
2023-09-29 21:45:36,418 INFO    MainThread:32460 [wandb_run.py:_redirect():2119] Wrapping output streams.
2023-09-29 21:45:36,418 INFO    MainThread:32460 [wandb_run.py:_redirect():2144] Redirects installed.
2023-09-29 21:45:36,419 INFO    MainThread:32460 [wandb_init.py:init():845] run started, returning control to user process
2023-09-29 21:45:51,123 WARNING MsgRouterThr:32460 [router.py:message_loop():77] message_loop has been closed
